rule_id,rule_set,description,smarts,rule_set_name,priority,max,set_desc
204,3,azo_aryl,c[N;!R;!+]=[N;!R;!+]-c,BMS,7,0,BMS_azo_aryl
205,3,azo_filter1,[N;!R]=[N;!R]-[N]=[*],BMS,7,0,BMS_azo_filter1
206,3,azo_filter2,[N;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!r3;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!$(N-S(=O)(=O));!$(N-C=O)],BMS,7,0,BMS_azo_filter2
207,3,azo_filter3,[N;!R]-[N;!R]-[N;!R],BMS,7,0,BMS_azo_filter3
208,3,azo_filter4,a-N=N-[N;H2],BMS,7,0,BMS_azo_filter4
209,3,bad_boron,"[B-,BH2,BH3,$(B(F)(F))]",BMS,7,0,BMS_bad_boron
210,3,bad_cations,"[C+,F+,Cl+,Br+,I+,Se+]",BMS,7,0,BMS_bad_cations
211,3,benzidine_like,c([N;!+])1ccc(c2ccc([N;!+])cc2)cc1,BMS,7,0,BMS_benzidine_like
212,3,beta_lactone,"[#6,#15,#16]1(=O)~[#6]~[#6]~[#8,#16]1",BMS,7,0,BMS_beta_lactone
213,3,betalactam,C1(=O)~[#6]~[#6]N1,BMS,7,0,BMS_betalactam
214,3,betalactam_EWG,"C1(=O)~[#6]~[#6]N1([$(S(=O)(=O)[C,c,O&D2]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)[C,c,O&D2])])",BMS,7,0,BMS_betalactam_EWG
215,3,bis_activated_aryl_ester,"O=[C,S]Oc1aaa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1",BMS,7,0,BMS_bis_activated_aryl_ester
216,3,bis_keto_olefin,"CC(=O)[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]=[$([C&H1]),$(C-F),$(C-Cl),$(C-Br),$(C-I)]C(=O)C",BMS,7,0,BMS_bis_keto_olefin
217,3,boron_warhead,"[C,c]~[#5]",BMS,7,0,BMS_boron_warhead
218,3,branched_polycyclic_aromatic,a1(a2aa(a3aaaaa3)aa(a4aaaaa4)a2)aaaaa1,BMS,7,0,BMS_branched_polycyclic_aromatic
219,3,carbodiimide_iso#thio#cyanate,"N=C=[N,O,S]",BMS,7,0,BMS_carbodiimide_iso#thio#cyanate
220,3,carbonyl_halide,"O=C[F,Cl,Br,I]",BMS,7,0,BMS_carbonyl_halide
221,3,contains_metal,"[$([Ru]),$([Rh]),$([#34]),$([Pd]),$([Sc]),$([Bi]),$([Sb]),$([Ag]),$([Ti]),$([Al]),$([Cd]),$([V]),$([In]),$([Cr]),$([Sn]),$([Mn]),$([La]),$([Fe]),$([Er]),$([Tm]),$([Yb]),$([Lu]),$([Hf]),$([Ta]),$([W]),$([Re]),$([Co]),$([Os]),$([Ni]),$([Ir]),$([Cu]),$([Zn]),$([Ga]),$([Ge]),$([#33]),$([Y]),$([Zr]),$([Nb]),$([Ce]),$([Pr]),$([Nd]),$([Sm]),$([Eu]),$([Gd]),$([Tb]),$([Dy]),$([Ho]),$([Pt]),$([Au]),$([Hg]),$([Tl]),$([Pb]),$([Ac]),$([Th]),$([Pa]),$([Mo]),$([U]),$([Tc]),$([Te]),$([Po]),$([At])]",BMS,7,0,BMS_contains_metal
222,3,crown_ether,"[$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18])]",BMS,7,0,BMS_crown_ether
223,3,cyano_phosphonate,"P(O[A,a])(O[A,a])(=O)C#N",BMS,7,0,BMS_cyano_phosphonate
224,3,cyanohydrin,"[C;X4](-[OH,NH1,NH2,SH])(-C#N)",BMS,7,0,BMS_cyanohydrin
225,3,diamino_sulfide,"[N,n]~[S;!R;D2]~[N,n]",BMS,7,0,BMS_diamino_sulfide
226,3,diazo_carbonyl,"[$(N=N=C~C=O),$(N#N-C~C=O)]",BMS,7,0,BMS_diazo_carbonyl
227,3,diazonium,a[N+]#N,BMS,7,0,BMS_diazonium
228,3,dicarbonyl_sulfonamide,"[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]",BMS,7,0,BMS_dicarbonyl_sulfonamide
229,3,disulfide_acyclic,[S;!R;X2]-[S;!R;X2],BMS,7,0,BMS_disulfide_acyclic
230,3,disulfonyliminoquinone,S(=O)(=O)N=C1C=CC(=NS(=O)(=O))C=C1,BMS,7,0,BMS_disulfonyliminoquinone
231,3,double_trouble_warhead,NC(C[S;D1])C([N;H1]([O;D1]))=O,BMS,7,0,BMS_double_trouble_warhead
232,3,flavanoid,O=C2CC(a3aaaaa3)Oa1aaaaa12,BMS,7,0,BMS_flavanoid
233,3,four_nitriles,C#N.C#N.C#N.C#N,BMS,7,0,BMS_four_nitriles
234,3,gte_10_carbon_sb_chain,[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R]-[C;!R],BMS,7,0,BMS_gte_10_carbon_sb_chain
235,3,gte_2_N_quats,"[N,n;H0;+;!$(N~O);!$(n~O)].[N,n;H0;+;!$(N~O);!$(n~O)]",BMS,7,0,BMS_gte_2_N_quats
236,3,gte_2_free_phos,P([O;D1])=O.P([O;D1])=O,BMS,7,0,BMS_gte_2_free_phos
237,3,gte_2_sulfonic_acid,"[C,c]S(=O)(=O)[O;D1].[C,c]S(=O)(=O)[O;D1]",BMS,7,0,BMS_gte_2_sulfonic_acid
238,3,gte_3_COOH,C(=O)[O;D1].C(=O)[O;D1].C(=O)[O;D1],BMS,7,0,BMS_gte_3_COOH
239,3,gte_3_iodine,[#53].[#53].[#53],BMS,7,0,BMS_gte_3_iodine
240,3,gte_4_basic_N,"[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(Nc)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(Nc)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(Nc)].[N;!$(N(=[N,O,S,C]));!$(N(S(=O)(=O)));!$(N(C(F)(F)(F)));!$(N(C#N));!$(N(C(=O)));!$(N(C(=S)));!$(N(C(=N)));!$(N(#C));!$(N-c)]",BMS,7,0,BMS_gte_4_basic_N
241,3,gte_4_nitro,"[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)].[$([N+](=O)[O-]),$(N(=O)=O)]",BMS,7,0,BMS_gte_4_nitro
242,3,gte_5_phenolic_OH,a[O;D1].a[O;D1].a[O;D1].a[O;D1].a[O;D1],BMS,7,0,BMS_gte_5_phenolic_OH
243,3,gte_7_aliphatic_OH,C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1].C[O;D1],BMS,7,0,BMS_gte_7_aliphatic_OH
244,3,gte_7_total_hal,"[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I]",BMS,7,0,BMS_gte_7_total_hal
245,3,gte_8_CF2_or_CH2,"[CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0][CH2,$(C(F)(F));R0]",BMS,7,0,BMS_gte_8_CF2_or_CH2
246,3,halo_5heterocycle_bis_EWG,"[#7,#8,#16]1[#6]([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])[#6]([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])[#7][#6]1([Cl,Br,I])",BMS,7,0,BMS_halo_5heterocycle_bis_EWG
247,3,halo_acrylate,"[$([C;H2]),$([C&H1;$(C-F)]),$([C&H1;$(C-Cl)]),$([C&H1;$(C-Br)]),$([C&H1;$(CI)]),$(C(F)F),$(C(Cl)Cl),$(C(Br)Br),$(C(I)I),$(C(F)Cl),$(C(F)Br),$(C(F)I),$(C(Cl)Br),$(C(Br)I)](=[$([C&H1;$(C(-C(=O)))]),$(C(F)(C(=O))),$(C(Cl)(C(=O))),$(C(Br)(C(=O))),$(C(I)(C(=O))),$(C(C)(C(=O))),$(C(c)(C(=O)))])",BMS,7,0,BMS_halo_acrylate
248,3,halo_imino,"C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])",BMS,7,0,BMS_halo_imino
249,3,halo_olefin_bis_EWG,"C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",BMS,7,0,BMS_halo_olefin_bis_EWG
250,3,halo_phenolic_carbonyl,"C(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])",BMS,7,0,BMS_halo_phenolic_carbonyl
251,3,halo_phenolic_sulfonyl,"S(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])",BMS,7,0,BMS_halo_phenolic_sulfonyl
252,3,halogen_heteroatom,"[!C;!c;!H][F,Cl,Br,I]",BMS,7,0,BMS_halogen_heteroatom
253,3,hetero_silyl,[Si]~[!#6],BMS,7,0,BMS_hetero_silyl
254,3,hydrazine,[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))]-[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))],BMS,7,0,BMS_hydrazine
255,3,hydrazothiourea,[N;!R]=NC(=S)N,BMS,7,0,BMS_hydrazothiourea
256,3,hydroxamate_warhead,C([N;H1]([O;D1]))=O,BMS,7,0,BMS_hydroxamate_warhead
257,3,hyperval_sulfur,"[$([#16&D3]),$([#16&D4])]=,:[#6]",BMS,7,0,BMS_hyperval_sulfur
258,3,isonitrile,[N+]#[C-],BMS,7,0,BMS_isonitrile
259,3,keto_def_heterocycle,"[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]",BMS,7,0,BMS_keto_def_heterocycle
260,3,linear_polycyclic_aromatic_I,"[$(a12aaaaa1aa3a(aa(aaaa4)a4a3)a2),$(a12aaaaa1aa3a(aaa4a3aaaa4)a2),$(a12aaaaa1a(aa5)a3a(aaa4a3a5aaa4)a2)]",BMS,7,0,BMS_linear_polycyclic_aromatic_I
261,3,linear_polycyclic_aromatic_II,"[$(a12aaaa4a1a3a(aaaa3aa4)aa2),$(a12aaaaa1a3a(aaa4a3aaaa4)aa2),$(a1(a(aaaa4)a4a3a2aaaa3)a2aaaa1)]",BMS,7,0,BMS_linear_polycyclic_aromatic_II
262,3,maleimide_etc,"[$([C;H1]),$(C(-[F,Cl,Br,I]))]1=[$([C;H1]),$(C(-[F,Cl,Br,I]))]C(=O)[N,O,S]C(=O)1",BMS,7,0,BMS_maleimide_etc
263,3,meldrums_acid_deriv,O=C1OC(C)(C)OC(C1)=O,BMS,7,0,BMS_meldrums_acid_deriv
264,3,monofluoroacetate,"[C;H2](F)C(=O)[O,N,S]",BMS,7,0,BMS_monofluoroacetate
265,3,nitrone,[C;!R]=[N+][O;D1],BMS,7,0,BMS_nitrone
266,3,nitrosamine,N-[N;X2](=O),BMS,7,0,BMS_nitrosamine
267,3,non_ring_CH2O_acetal,"[O,N,S;!$(S~O)]!@[CH2]!@[O,S,N;!$(S~O)]",BMS,7,0,BMS_non_ring_CH2O_acetal
268,3,non_ring_acetal,"[O,N,S;!$(S~O)]!@[C;H1;X4]!@[O,N,S;!$(S~O)]",BMS,7,0,BMS_non_ring_acetal
269,3,non_ring_ketal,"[O,N,S;!$(S~O)]!@[C;H0;X4](!@[O,N,S;!$(S~O)])(C)",BMS,7,0,BMS_non_ring_ketal
270,3,ortho_hydroiminoquinone,c1c([N;D1])c([N;D1])c[cH1][cH1]1,BMS,7,0,BMS_ortho_hydroiminoquinone
271,3,ortho_hydroquinone,"a1c([O,S;D1])c([O,S;D1])a[cH1][cH1]1",BMS,7,0,BMS_ortho_hydroquinone
272,3,ortho_nitrophenyl_carbonyl,"[#6]1(-O-[C;!R](=[O,N;!R]))[#6]([$(N(=O)(=O)),$([N+](=O)[O-])])[#6][#6][#6][#6]1",BMS,7,0,BMS_ortho_nitrophenyl_carbonyl
273,3,ortho_quinone,"[CH1,$(C(-[Cl,Br,I]))]1=CC(=[O,N,S;!R])C(=[O,N,S])C=[CH1,$(C(-[Cl,Br,I]))]1",BMS,7,0,BMS_ortho_quinone
274,3,oxaziridine,"C1~[O,S]~N1",BMS,7,0,BMS_oxaziridine
275,3,oxime,[$(C=N[O;D1]);!$(C=[N+])][#6][#6],BMS,7,0,BMS_oxime
276,3,oxonium,"[o+,O+]",BMS,7,0,BMS_oxonium
277,3,para_hydroiminoquinone,a1[cH1]c([N;D1])[cH1]ac([N;D1])1,BMS,7,0,BMS_para_hydroiminoquinone
278,3,para_hydroquinone,"a1[cH1]c([O,S;D1])[cH1]ac([O,S;D1])1",BMS,7,0,BMS_para_hydroquinone
279,3,para_nitrophenyl_ester,"[#6]1(-O(-[C;!R](-[!N])(=[O,N;!R])))[#6][#6][#6]([$(N(=O)(=O)),$([N+](=O)[O-])])[#6][#6]1",BMS,7,0,BMS_para_nitrophenyl_ester
280,3,para_quinone,"[CH1,$(C(-[Cl,Br,I]))]1=[CH1,$(C(-[Cl,Br,I]))]C(=[O,N,S])[CH1,$(C(-[Cl,Br,I]))]=[CH1,$(C(-[Cl,Br,I]))]C1(=[O,N,S])",BMS,7,0,BMS_para_quinone
281,3,paraquat_like,[#6]1[#6][#6]([#6]2[#6][#6][#7;+][#6][#6]2)[#6][#6][#7;+]1,BMS,7,0,BMS_paraquat_like
282,3,pentafluorophenylester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),BMS,7,0,BMS_pentafluorophenylester
283,3,perchloro_cp,C1(Cl)(Cl)C(Cl)C(Cl)=C(Cl)C1(Cl),BMS,7,0,BMS_perchloro_cp
284,3,perhalo_dicarbonyl_phenyl,"c1(C=O)c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1(C=O)",BMS,7,0,BMS_perhalo_dicarbonyl_phenyl
285,3,perhalo_phenyl,"c1c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1([Br,Cl,I])",BMS,7,0,BMS_perhalo_phenyl
286,3,peroxide,[#8]~[#8],BMS,7,0,BMS_peroxide
287,3,phenolate_bis_EWG,"O=[C,S]Oc1aaa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1",BMS,7,0,BMS_phenolate_bis_EWG
288,3,phos_serine_warhead,NC(COP(O)(O)=O)C(O)=O,BMS,7,0,BMS_phos_serine_warhead
289,3,phos_threonine_warhead,NC(C(C)OP(O)(O)=O)C(O)=O,BMS,7,0,BMS_phos_threonine_warhead
290,3,phos_tyrosine_warhead,NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O,BMS,7,0,BMS_phos_tyrosine_warhead
291,3,phosphite,"[c,C]-[P;v3]",BMS,7,0,BMS_phosphite
292,3,phosphonium,[#15;+]~[!O],BMS,7,0,BMS_phosphonium
293,3,phosphorane,C=P,BMS,7,0,BMS_phosphorane
294,3,phosphorous_nitrogen_bond,"[#15]~[N,n]",BMS,7,0,BMS_phosphorous_nitrogen_bond
295,3,phosphorus_phosphorus_bond,P~P,BMS,7,0,BMS_phosphorus_phosphorus_bond
296,3,phosphorus_sulfur_bond,P~S,BMS,7,0,BMS_phosphorus_sulfur_bond
297,3,polyene,C=[C;!R][C;!R]=[C;!R][C;!R]=[C;!R],BMS,7,0,BMS_polyene
298,3,polyhalo_phenol_a,"c1c([O;D1])c(-[Cl,Br,I])c(-[Cl,Br,I])cc1.c1c([O;D1])c(-[Cl,Br,I])c(-[Cl,Br,I])cc1",BMS,7,0,BMS_polyhalo_phenol_a
299,3,polyhalo_phenol_b,"c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1.c1c([O;D1])c(-[Cl,Br,I])cc(-[Cl,Br,I])c1",BMS,7,0,BMS_polyhalo_phenol_b
300,3,polyhalo_phenol_c,"c1c([O;D1])ccc(-[Cl,Br,I])c(-[Cl,Br,I])1.c1c([O;D1])ccc(-[Cl,Br,I])c(-[Cl,Br,I])1",BMS,7,0,BMS_polyhalo_phenol_c
301,3,polyhalo_phenol_d,"c(-[Cl,Br,I])1c([O;D1])c(-[Cl,Br,I])ccc1.c(-[Cl,Br,I])1c([O;D1])c(-[Cl,Br,I])ccc1",BMS,7,0,BMS_polyhalo_phenol_d
302,3,polyhalo_phenol_e,"c1c([O;D1])ccc(-[Cl,Br,I])c(-[Cl,Br,I])1.c1c([O;D1])ccc(-[Cl,Br,I])c(-[Cl,Br,I])1",BMS,7,0,BMS_polyhalo_phenol_e
303,3,polysulfide,[S;D2]-[S;D2]-[S;D2],BMS,7,0,BMS_polysulfide
304,3,porphyrin,"[#6;r16,r17,r18]~[#6]1~[#6]~[#6]~[#6](~[#6])~[#7]1",BMS,7,0,BMS_porphyrin
305,3,primary_halide_sulfate,"[CH2][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",BMS,7,0,BMS_primary_halide_sulfate
306,3,quat_N_N,"[N,n;R;+]!@[N,n]",BMS,7,0,BMS_quat_N_N
307,3,quat_N_acyl,"[N,n;+]!@C(=O)",BMS,7,0,BMS_quat_N_acyl
308,3,quinone_methide,"[#6;!$([#6](-[N,O,S]))]1=[#6;!$([#6](-[N,O,S]))][#6](=[#6])[#6;!$([#6](-[N,O,S]))]=[#6;!$([#6](-[N,O,S]))][#6]1(=[O,N,S])",BMS,7,0,BMS_quinone_methide
309,3,rhodanine,C(=C)1SC(=S)NC(=O)1,BMS,7,0,BMS_rhodanine
310,3,secondary_halide_sulfate,"[CH;!$(C=C)][Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))]",BMS,7,0,BMS_secondary_halide_sulfate
311,3,sulf_D2_nitrogen,[S;D2](-[N;!$(N(=C));!$(N(-S(=O)(=O)));!$(N(-C(=O)))]),BMS,7,0,BMS_sulf_D2_nitrogen
312,3,sulf_D2_oxygen_D2,[S;D2][O;D2],BMS,7,0,BMS_sulf_D2_oxygen_D2
313,3,sulf_D3_nitrogen,"[S;D3](-N)(-[c,C])(-[c,C])",BMS,7,0,BMS_sulf_D3_nitrogen
314,3,sulfite_sulfate_ester,"[C,c]OS(=O)O[C,c]",BMS,7,0,BMS_sulfite_sulfate_ester
315,3,sulfonium,[S+;X3;$(S-C);!$(S-[O;D1])],BMS,7,0,BMS_sulfonium
316,3,sulfonyl_anhydride,"[$(C(=O)),$(S(=O)(=O))][O,S](S(=O)(=O))",BMS,7,0,BMS_sulfonyl_anhydride
317,3,sulfonyl_halide,"S(=O)(=O)[F,Cl,Br,I]",BMS,7,0,BMS_sulfonyl_halide
318,3,sulfonyl_heteroatom,"[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))",BMS,7,0,BMS_sulfonyl_heteroatom
319,3,sulphonyl_cyanide,S(=O)(=O)C#N,BMS,7,0,BMS_sulphonyl_cyanide
320,3,tertiary_halide_sulfate,"[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])",BMS,7,0,BMS_tertiary_halide_sulfate
321,3,thio_hydroxamate,"[S;D2]([$(N(=C)),$(N(-S(=O)(=O))),$(N(-C(=O)))])",BMS,7,0,BMS_thio_hydroxamate
322,3,thio_xanthate,[S;!R]-[C;!R](=[S;!R])(-[S;!R]),BMS,7,0,BMS_thio_xanthate
323,3,thiocarbonate,"SC(=O)[O,S]",BMS,7,0,BMS_thiocarbonate
324,3,thioester,"[S;!R;H0]C(=[S,O;!R])([!O;!S;!N])",BMS,7,0,BMS_thioester
325,3,thiol_warhead,NC(C[S;D1])C(O)=O,BMS,7,0,BMS_thiol_warhead
326,3,thiopyrylium,"c1[S,s;+]cccc1",BMS,7,0,BMS_thiopyrylium
327,3,thiosulfoxide,"[C,c][S;X3](~O)-S",BMS,7,0,BMS_thiosulfoxide
328,3,triamide,"[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]",BMS,7,0,BMS_triamide
329,3,triaryl_phosphine_oxide,P(=O)(a)(a)(a),BMS,7,0,BMS_triaryl_phosphine_oxide
330,3,trichloromethyl_ketone,[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(Cl)(Cl)(Cl),BMS,7,0,BMS_trichloromethyl_ketone
331,3,triflate,OS(=O)(=O)(C(F)(F)(F)),BMS,7,0,BMS_triflate
332,3,trifluoroacetate_ester,C(F)(F)(F)C(=O)O,BMS,7,0,BMS_trifluoroacetate_ester
333,3,trifluoroacetate_thioester,C(F)(F)(F)C(=O)S,BMS,7,0,BMS_trifluoroacetate_thioester
334,3,trifluoromethyl_ketone,[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(F)(F)(F),BMS,7,0,BMS_trifluoromethyl_ketone
335,3,trihalovinyl_heteroatom,"C(-[Cl,Br,I])(-[Cl,Br,I])=C(-[Cl,Br,I])(-[N,O,S])",BMS,7,0,BMS_trihalovinyl_heteroatom
336,3,trinitro_aromatic,"[$(a1aaa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])a1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1aa([$(N(=O)(=O)),$([N+](=O)[O-])])a([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])])),$(a1a([$(N(=O)(=O)),$([N+](=O)[O-])])aa([$(N(=O)(=O)),$([N+](=O)[O-])])aa1([$(N(=O)(=O)),$([N+](=O)[O-])]))]",BMS,7,0,BMS_trinitro_aromatic
337,3,trinitromethane_derivative,"C([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])",BMS,7,0,BMS_trinitromethane_derivative
338,3,tris_activated_aryl_ester,"[$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aaa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1)]",BMS,7,0,BMS_tris_activated_aryl_ester
